"dt","brand","framework","ads_format","impression","click","cost","order_cnt","pay_amount","new_customer_cnt","new_customer_cost","new_customer_pay_amount","cost_ly","pay_amount_ly","new_customer_cnt_ly","new_customer_cost_ly","new_customer_pay_amount_ly","cost_target","pay_amount_target","new_customer_cnt_target","new_customer_cost_target"
"2026-03-22","M Polo","T-shirt","ZTC","4916","314","625.99","10","1466.28","2","297.37","369.47","569.36","1667.42","2","311.49","402.78","668.87","1516.01","2","294.11"
"2026-03-22","M Polo","T-shirt","YLMF","3546","163","361.42","7","1445.76","1","117.44","394.74","339.74","1603.34","1","121.09","414.72","384.99","1420.67","1","111.53"
"2026-03-22","M Polo","T-shirt","QZT","2723","108","262.69","6","1794.63","2","88.22","601.69","267.89","1883.07","2","99.69","473.59","283.45","1710.23","2","80.76"
"2026-03-22","M Polo","Complemen","ZTC","3568","156","501.23","9","2482.27","3","162.6","756.62","426.46","2343.46","3","169.14","702.72","490.86","2503.82","3","165.91"
"2026-03-22","M Polo","Complemen","YLMF","2712","128","368.82","9","1006.49","3","123.89","277.94","314.51","932.6","3","122.7","231.51","351.64","1043.13","3","128.21"
"2026-03-22","M Polo","Complemen","QZT","1695","55","147.61","3","452.04","1","54.44","150.49","169.45","372.48","1","47.66","120.04","151.67","483.11","1","54.34"
"2026-03-22","W Polo","Acceleration","ZTC","6963","441","1281.46","15","3223.07","4","557.95","724.53","1427.88","3041.2","4","476.6","773.92","1292.14","3059.57","4","588.37"
"2026-03-22","W Polo","Acceleration","YLMF","5398","265","750.95","6","819.77","2","277.34","283.77","672.44","900.4","2","250.24","313.86","808.56","884.38","2","289.34"
"2026-03-22","W Polo","Acceleration","QZT","4795","306","803.93","15","2510.81","5","388.28","656.72","789.56","2058.59","6","409.99","544.48","845.7","2261.95","5","376.36"
"2026-03-22","W Polo","Foundation","ZTC","5897","264","405.17","13","1108.63","5","150.42","262.04","400.49","1108.86","5","166.3","300.38","419.27","1106.47","5","137.76"
"2026-03-22","W Polo","Foundation","YLMF","5188","238","764.59","9","2279.99","3","344.37","666.6","837.3","2547.6","3","304.8","754.27","746.18","2473.47","3","347.37"
"2026-03-22","W Polo","Foundation","QZT","3741","191","608.25","7","1664.75","3","207.69","386.65","687.75","1373.28","2","205.21","359.52","622.67","1654.6","3","191.85"
"2026-03-23","M Polo","Acceleration","ZTC","7427","403","1361.55","9","1796.94","3","480.72","588.23","1241.87","2043.73","3","552.7","560.64","1375.01","1913.38","3","475.65"
"2026-03-23","M Polo","Acceleration","YLMF","5984","410","986.41","29","8254.39","7","423.95","1774.77","1090.63","8802.95","7","350.81","1591.92","998.55","8943.3","7","452.36"
"2026-03-23","M Polo","Acceleration","QZT","4625","198","517.73","10","2932.05","4","215.06","763.49","519.34","2359.35","3","188.29","703.31","544.03","2839.74","4","193.65"
"2026-03-23","M Polo","Foundation","ZTC","7068","355","1230.47","13","1331.71","3","440.58","452.38","1301.24","1426.18","3","471.27","491.21","1270.18","1212.44","3","455.79"
"2026-03-23","M Polo","Foundation","YLMF","5343","268","841","20","1966.36","8","399.64","518.57","820.76","1853.9","7","443.4","476.92","810.22","1865.23","9","388.86"
"2026-03-23","M Polo","Foundation","QZT","4937","229","720.95","12","1062.01","2","254.8","304.93","672.8","930.13","2","260.21","310.52","735.18","995.23","2","267.81"
"2026-03-23","M Polo","T-shirt","ZTC","4208","267","583.03","6","949.64","2","187.39","313.35","614.9","1017.77","2","153","268.54","613.76","937.68","2","186.43"
"2026-03-23","M Polo","T-shirt","YLMF","3531","196","438.24","5","641.95","1","179.85","162.51","478.45","683.58","1","193.78","170.57","478.33","606.72","1","185.92"
"2026-03-23","M Polo","T-shirt","QZT","2729","126","334.11","5","1082.56","2","148.15","326.51","319.72","1001.54","2","146.2","246.17","344.06","1073.9","2","139.15"
"2026-03-23","M Polo","Complemen","ZTC","3219","167","469.52","10","1225.51","3","215.03","376.14","476.55","1312.98","2","177.58","422.52","504.73","1263.13","3","219.27"
"2026-03-23","M Polo","Complemen","YLMF","1964","61","125.29","2","578.73","1","53.9","154.93","138.95","465.8","1","58.6","165.53","123.25","580.93","1","54.47"
"2026-03-23","M Polo","Complemen","QZT","1495","86","164.22","2","372.33","1","75.08","107.14","143.07","311.48","1","75.92","98.49","168.92","389.79","1","73.75"
"2026-03-23","W Polo","Acceleration","ZTC","6525","308","771.44","7","2009.22","2","232.18","454.64","732.07","1924.97","2","258.25","478.09","796.57","2053.07","2","226.64"
"2026-03-23","W Polo","Acceleration","YLMF","5624","388","1343.82","21","4111.13","4","535.13","1186.89","1497.44","4232.86","3","586.89","1099.23","1375.32","4053.07","4","522.79"
"2026-03-23","W Polo","Acceleration","QZT","4123","139","350.55","7","728.44","3","119.18","240.44","314.02","707.33","2","124.24","210.79","362.15","798.35","3","108.28"
"2026-03-23","W Polo","Foundation","ZTC","5791","350","780.85","25","7482.76","6","236.02","1977.59","677.78","6323.33","7","215.86","2186.85","854.49","7028.75","6","229.85"
"2026-03-23","W Polo","Foundation","YLMF","4772","242","628.96","17","3878.78","3","287.03","1176.71","605.1","3920.79","3","319.89","1148.18","607.14","3554.54","3","281.16"
"2026-03-23","W Polo","Foundation","QZT","3481","197","337.98","10","2350.76","3","135.17","506.86","292.29","2511.56","3","133.67","433.5","347.78","2568.57","3","147.27"
"2026-03-24","M Polo","Acceleration","ZTC","9172","444","1548.32","14","1329.42","4","645.25","298.95","1605.61","1405.71","4","635.91","283.48","1477.1","1425.38","4","644.18"
"2026-03-24","M Polo","Acceleration","YLMF","6319","323","685.51","23","2567.91","8","212.48","800.1","711.03","2333.56","8","181.09","635.4","659.02","2500.05","8","217.45"
"2026-03-24","M Polo","Acceleration","QZT","5024","276","585.73","9","2066.71","4","237.12","526.16","512.2","1665.73","4","237.34","511.17","621.48","2023.74","4","249.99"
"2026-03-24","M Polo","Foundation","ZTC","6796","322","1102.96","9","1831.5","3","539.09","490.12","1084.4","1704.38","2","434.38","468.15","1156.94","1762.72","3","579.92"
"2026-03-24","M Polo","Foundation","YLMF","5984","237","692.78","9","1776.74","3","316.88","482.08","601.81","1887.39","3","272.34","375.12","717.42","1644.84","3","306.67"
"2026-03-24","M Polo","Foundation","QZT","4661","314","886.73","16","4220.88","6","331.15","1320.64","816.57","4279.5","6","305.19","1290.86","889.94","4227.1","6","342.75"
"2026-03-24","M Polo","T-shirt","ZTC","3815","138","429.33","7","1759.73","3","143.88","518.89","429.21","1989.91","3","129.25","466.71","459.55","1911.09","3","134.5"
"2026-03-24","M Polo","T-shirt","YLMF","3867","175","347.68","7","1783.28","2","128.24","500.01","326.55","2009.12","2","108.34","473.74","350.73","1862.74","2","125.55"
"2026-03-24","M Polo","T-shirt","QZT","2561","176","555","13","3854.11","2","220.49","1277.49","527.76","4407.14","2","212.79","1398.92","594.55","3881.25","2","215.84"
"2026-03-24","M Polo","Complemen","ZTC","2846","100","235.06","4","598.13","1","92.2","204.6","233.76","678.85","1","90.04","153.89","242.81","656.85","1","101.02"
"2026-03-24","M Polo","Complemen","YLMF","2195","150","392.26","6","1684.71","1","177.07","461.62","387.31","1543.46","1","145.64","426.5","379.99","1781.27","1","162.87"
"2026-03-24","M Polo","Complemen","QZT","1951","105","173.42","3","335.05","1","64.7","112.69","173.54","278.11","1","60.18","99.44","175.89","345.96","1","69.67"
"2026-03-24","W Polo","Acceleration","ZTC","6414","341","788.18","8","1604.8","3","341.8","516.4","872.86","1570.88","3","379.05","396.96","847.16","1465.9","3","369.58"
"2026-03-24","W Polo","Acceleration","YLMF","5374","246","715.37","18","2226.28","6","242.1","581.89","696.12","1976.03","5","203.96","465.96","776.58","2016.06","6","244.55"
"2026-03-24","W Polo","Acceleration","QZT","4073","156","470.86","3","492.69","1","179.63","119.09","440.61","500.83","1","145.34","111.02","465.23","499.12","1","176.92"
"2026-03-24","W Polo","Foundation","ZTC","5896","240","834.15","19","2637.47","6","285.88","791.55","743.53","2610.24","6","297.8","825.18","868.43","2765.51","6","285.66"
"2026-03-24","W Polo","Foundation","YLMF","3897","251","667.82","18","2387.81","5","239.95","696.2","750.5","2085.01","5","224.13","788.02","734.26","2416.07","5","249.66"
"2026-03-24","W Polo","Foundation","QZT","2849","172","390.32","9","1495.33","2","159.69","378.7","360.46","1332.51","2","160.59","368.05","371.47","1600.62","2","174.36"
"2026-03-25","M Polo","Acceleration","ZTC","7552","440","1057.94","23","4706.92","7","463.66","1213.48","1011.81","4656.6","7","417.08","999.02","1091.58","5163.17","7","419.98"
"2026-03-25","M Polo","Acceleration","YLMF","6932","480","840.65","37","9323.21","9","258.04","2604.19","965.33","8547.79","8","208.5","2326.05","823.55","9780.43","10","283.6"
"2026-03-25","M Polo","Acceleration","QZT","5831","374","1037.19","11","2165.55","2","454.98","488.13","893.1","2428.19","2","375.24","378.17","1096.57","2329.71","2","457.32"
"2026-03-25","M Polo","Foundation","ZTC","7204","467","1064.84","10","1456.98","2","408.36","294.02","1087.91","1338.19","2","378.49","337.73","1066.4","1565.12","2","382.86"
"2026-03-25","M Polo","Foundation","YLMF","5983","211","723.78","15","4428.33","6","279.72","1398.51","776.94","4289.14","5","268.63","1570.56","754.77","4475.96","5","298.31"
"2026-03-25","M Polo","Foundation","QZT","4574","297","728.96","23","4965.27","7","250.64","1104.37","829.34","5276.83","6","271.3","846.05","755.37","4526.52","7","269.39"
"2026-03-25","M Polo","T-shirt","ZTC","3783","226","348.34","13","2537.41","5","171.23","601.05","353.96","2763.21","4","170.18","604.58","368.53","2641.31","5","159.74"
"2026-03-25","M Polo","T-shirt","YLMF","3609","252","851.7","8","660.07","2","382.58","203.11","728.87","560.72","2","435.3","209.58","924.96","600.3","2","348.8"
"2026-03-25","M Polo","T-shirt","QZT","2618","163","249.88","5","589.57","2","100.93","182.61","217.18","620.08","2","101.78","160.28","238.55","616.7","2","108.52"
"2026-03-25","M Polo","Complemen","ZTC","3249","105","307.38","6","578.42","1","109.1","197.26","307.77","632.25","1","98","214.95","334.38","551.2","1","110.87"
"2026-03-25","M Polo","Complemen","YLMF","2088","138","292.22","11","2029.22","2","112.24","551.6","331.46","2239.93","2","94.6","568.14","282.45","1934.85","2","119.62"
"2026-03-25","M Polo","Complemen","QZT","1976","137","230.41","6","1084.9","2","103.31","255.04","242.03","890.08","2","98.95","213.17","246.55","1115.8","2","108.23"
"2026-03-25","W Polo","Acceleration","ZTC","7149","453","836.12","33","5926.72","13","299.88","1349.55","742.56","5345.29","12","325.73","1446.35","885.49","6155.14","14","271.12"
"2026-03-25","W Polo","Acceleration","YLMF","5868","242","681.64","8","1922.35","2","281.79","602.63","744.38","1566.56","2","228.19","628.66","654.48","1805.63","2","307.81"
"2026-03-25","W Polo","Acceleration","QZT","3615","171","362.73","13","2545.75","2","166.68","589.46","344.37","2354.48","2","157.62","645.75","362.63","2732.4","2","156.48"
"2026-03-25","W Polo","Foundation","ZTC","5984","267","500.91","14","1475.85","4","210.97","323.68","522.83","1654.8","4","180.35","293.77","492.65","1398.94","4","225.43"
"2026-03-25","W Polo","Foundation","YLMF","4269","172","425.4","4","683.6","1","200.85","236.77","412.3","760.52","1","184.61","266.9","449.51","751.21","1","202.41"
"2026-03-25","W Polo","Foundation","QZT","2955","187","313.42","8","905.22","3","138.2","291.66","349.21","758.21","3","113.15","328.09","304.02","826.73","3","124.96"
"2026-03-26","M Polo","Acceleration","ZTC","9601","522","957.37","14","2498.48","2","349.88","715.73","1020.04","2602.02","2","376.44","738","939.18","2467.31","2","374.74"
"2026-03-26","M Polo","Acceleration","YLMF","5909","273","657.21","13","1926.71","3","299.94","461.17","663.63","1639.97","3","336.76","430.75","699.23","1809.01","3","325.25"
"2026-03-26","M Polo","Acceleration","QZT","5714","260","497.81","12","2964.77","4","225.08","963.45","487.73","2540.36","4","182.13","791.11","540.18","3218.45","4","206.27"
"2026-03-26","M Polo","Foundation","ZTC","6372","359","840.59","20","4066.84","4","316.92","1334.83","945.24","4625.05","4","326.11","1138.94","915.85","3782.43","4","334.72"
"2026-03-26","M Polo","Foundation","YLMF","5529","177","469.07","8","1092.54","3","205.73","316.83","522.2","966.95","3","181.58","282.58","462.89","1107.28","3","200.71"
"2026-03-26","M Polo","Foundation","QZT","4505","231","367.42","9","1274.15","2","170.65","363.16","405.38","1358.05","2","147.2","297.7","361.85","1200.12","2","167.13"
"2026-03-26","M Polo","T-shirt","ZTC","4365","284","821.42","17","4575.22","7","365.99","1593.2","866.54","5198.21","8","372.05","1551.9","868.83","4359.79","6","393.81"
"2026-03-26","M Polo","T-shirt","YLMF","3236","177","363.57","8","791.83","3","163.81","261.32","354.05","889.47","3","155.19","269.49","345.98","746.31","3","178.81"
"2026-03-26","M Polo","T-shirt","QZT","2756","159","542.11","10","2522.86","3","197.06","635.4","557.85","2214.04","3","223.04","548.79","518.37","2605.67","3","188.95"
"2026-03-26","M Polo","Complemen","ZTC","3264","175","411.93","13","2322.32","2","201.3","736.76","405.38","1900.88","2","200.99","841.37","450.01","2438.65","2","205.42"
"2026-03-26","M Polo","Complemen","YLMF","1963","104","166.11","3","572.84","1","81.71","123.27","165.59","588.22","1","91.64","98.79","179.79","527.03","1","80.22"
"2026-03-26","M Polo","Complemen","QZT","1503","82","140.25","2","275.48","1","42.4","94.26","133.36","269.07","1","45.48","93.95","138.96","253.92","1","43.94"
"2026-03-26","W Polo","Acceleration","ZTC","5574","188","329.7","5","884.54","1","129.73","289.52","375.09","818.43","1","142.97","254.02","321.65","948.82","1","131.58"
"2026-03-26","W Polo","Acceleration","YLMF","5781","204","706.42","11","2682.63","4","217.18","618.05","636.09","2665.32","4","198.27","679.28","710.96","2835.5","4","214.86"
"2026-03-26","W Polo","Acceleration","QZT","4294","130","225.89","5","1088.05","1","96.58","243.57","212.58","995.24","1","80.14","184.4","225.92","1086.02","1","87.8"
"2026-03-26","W Polo","Foundation","ZTC","5219","361","1176.88","9","1292.6","2","374.17","441.01","1096.5","1478.71","2","368.24","345.96","1291.35","1231.78","2","401.99"
"2026-03-26","W Polo","Foundation","YLMF","4090","262","499.16","10","1368.01","2","184.06","362.98","490.37","1362.36","2","154.83","294.08","490.57","1262.63","2","196.1"
"2026-03-26","W Polo","Foundation","QZT","3714","231","428.38","10","2029.95","4","131.01","504.59","409.51","1695.17","4","133.83","422.32","429.19","2109.92","4","121.73"
"2026-03-27","M Polo","Acceleration","ZTC","7375","409","821.83","26","2824.34","10","334.71","840.95","907.6","2896.28","8","364.24","671.71","874.94","2963.9","10","318.59"
"2026-03-27","M Polo","Acceleration","YLMF","7936","383","1055.9","19","4710.46","3","353.41","1636.13","1184.2","5331.85","3","382.01","1373.64","1036.95","4595.95","3","318.39"
"2026-03-27","M Polo","Acceleration","QZT","4728","232","631.33","6","1612.15","2","270.32","493.59","671.33","1380.52","2","263.59","415.85","631.59","1460.21","2","295.09"
"2026-03-27","M Polo","Foundation","ZTC","6880","272","762.02","16","2155.49","5","240.98","675.97","699.18","2463.89","6","264.39","675.69","773.13","2214.03","5","222.54"
"2026-03-27","M Polo","Foundation","YLMF","5859","239","382.5","7","769.81","2","190.3","246.86","331.1","855.19","2","184.34","251.67","398.5","775.82","2","181.38"
"2026-03-27","M Polo","Foundation","QZT","4789","170","318.8","7","2035.26","3","129.4","507.8","331.48","2268.64","3","142.41","398.56","337.79","1986.03","3","119.41"
"2026-03-27","M Polo","T-shirt","ZTC","4681","283","946.26","19","2422.03","6","409.39","785.62","860.14","2529.92","7","366.97","762.48","951.18","2387.89","5","397.78"
"2026-03-27","M Polo","T-shirt","YLMF","3527","176","544.7","11","2330.78","3","220.14","760.49","545.3","2418.21","3","248.98","863.88","530.37","2461.1","3","222.77"
"2026-03-27","M Polo","T-shirt","QZT","2851","174","577.24","8","1776.65","2","233.72","499.73","622.5","1541.25","2","191.44","391.04","594.36","1685.26","2","244.42"
"2026-03-27","M Polo","Complemen","ZTC","2587","169","496.09","7","835.87","2","188.62","285.58","527.66","956.5","2","209.21","240.66","511.53","776.19","2","207.16"
"2026-03-27","M Polo","Complemen","YLMF","2328","130","223.52","9","2547.75","1","79.26","587.72","246.2","2202.35","1","85.25","540.1","217.29","2329.91","1","75.07"
"2026-03-27","M Polo","Complemen","QZT","1985","131","261.76","4","895.93","1","105.11","251.09","295.82","871.1","1","108.31","241.51","274.28","889.45","1","96.48"
"2026-03-27","W Polo","Acceleration","ZTC","7446","400","1184.51","28","3708.25","10","460.72","832.33","1128","3225.22","9","393.92","720.7","1273.87","3541.69","11","506.41"
"2026-03-27","W Polo","Acceleration","YLMF","5253","209","338.37","14","3830.1","3","142.25","963.5","388.05","3773.37","2","140.99","841.55","348.45","3791.87","3","137.49"
"2026-03-27","W Polo","Acceleration","QZT","3481","171","384.67","7","1727.52","1","177.28","353.08","363.15","1500.62","1","165.27","355.76","403.29","1866.12","1","178.48"
"2026-03-27","W Polo","Foundation","ZTC","4765","185","531.52","7","739.88","2","173.13","204.18","491.49","677.68","2","175.89","155.78","558.15","671.37","2","188.95"
"2026-03-27","W Polo","Foundation","YLMF","4560","282","650.39","16","4047.21","3","228.31","1276.91","663.35","3321.6","3","259.83","1134.13","703.05","3800.55","3","240.86"
"2026-03-27","W Polo","Foundation","QZT","3166","124","273.96","3","262.44","1","95.68","87.1","274.72","274.83","1","90.35","75.12","282","287.82","1","99.26"
"2026-03-28","M Polo","Acceleration","ZTC","11339","388","952.44","29","4372.42","4","367.9","1215.79","966.84","3922.63","4","363.93","1351.21","970.27","4069.03","4","350.06"
"2026-03-28","M Polo","Acceleration","YLMF","7336","456","1378.29","34","7592.71","11","456.77","2350.93","1286.06","7406.28","12","422.61","2031.49","1419.01","7741.4","11","471.25"
"2026-03-28","M Polo","Acceleration","QZT","6682","224","420.28","16","1640.61","3","203.69","456.56","418.21","1809.9","3","187.09","453.04","414.91","1575.94","3","184.28"
"2026-03-28","M Polo","Foundation","ZTC","7748","288","720.39","19","2853.94","5","262.27","653.3","622","2792.4","5","224.74","559.25","765.11","3110.37","5","248.89"
"2026-03-28","M Polo","Foundation","YLMF","6734","219","662.84","10","1109.53","3","309.94","287.28","596.79","1192.45","3","290.5","292.59","654.86","1108.71","3","295.17"
"2026-03-28","M Polo","Foundation","QZT","4587","215","409.88","16","3333.67","5","194.1","996","355.49","3495.92","4","179.69","834.05","396.7","3500.18","5","188.69"
"2026-03-28","M Polo","T-shirt","ZTC","5255","208","602.14","12","1342.89","4","260.45","345.02","539.15","1389.24","4","281.33","310.32","595.22","1245.09","4","234.58"
"2026-03-28","M Polo","T-shirt","YLMF","3978","204","564.47","8","2350.94","2","270.44","733.91","493.86","2600.59","2","219.52","829.12","592.63","2448.88","2","260.19"
"2026-03-28","M Polo","T-shirt","QZT","3035","122","231.68","7","713.28","2","94.55","196.87","226.96","811.3","2","104.03","201.53","235.86","664.11","2","89.16"
"2026-03-28","M Polo","Complemen","ZTC","3428","133","430.5","3","715.55","1","198.2","236.43","373.94","752.2","1","182.56","196.42","409.24","666.04","1","180.88"
"2026-03-28","M Polo","Complemen","YLMF","2806","183","298.72","8","1349.47","3","95.17","442.36","302.3","1299.61","3","105.78","402.35","302.65","1320.18","3","99.63"
"2026-03-28","M Polo","Complemen","QZT","1719","85","131.22","3","794.31","1","49.8","251.21","113.01","665.92","1","42.64","211.53","143.55","850.15","1","51.01"
"2026-03-28","W Polo","Acceleration","ZTC","8027","330","513.11","24","3046.14","7","233.51","677.77","463.93","2802.78","8","266.86","688.11","510.29","3182.87","7","232.01"
"2026-03-28","W Polo","Acceleration","YLMF","6775","384","1258.25","25","6710.75","6","545.73","1929.81","1207.52","6759.62","6","568.61","1686.55","1290.83","6091.47","7","576.06"
"2026-03-28","W Polo","Acceleration","QZT","4691","162","538.64","12","3167.68","5","188.14","708.82","564.39","2650.72","5","202.9","637.76","577.39","3294.49","5","198.01"
"2026-03-28","W Polo","Foundation","ZTC","5288","198","320.51","14","3894.66","5","119.16","938.11","353.94","4378.53","4","114.46","1030.3","344.74","4185.41","5","128.34"
"2026-03-28","W Polo","Foundation","YLMF","5166","281","698.92","16","1696.6","5","299.4","491.05","635.42","1550.29","4","322.12","562.99","745.67","1855.48","5","302.25"
"2026-03-28","W Polo","Foundation","QZT","3727","239","780.5","18","4461","4","320.57","1297.32","894.9","3635.59","3","334.96","1382.24","772.84","4561.33","4","319.87"
"2026-03-29","M Polo","Acceleration","ZTC","8982","302","610.68","9","2476.21","2","234.2","595.59","648","2433.03","2","227.05","650.73","593.62","2297.33","2","225.92"
"2026-03-29","M Polo","Acceleration","YLMF","7559","233","421.47","18","4885.38","4","205.68","1698.53","374.66","5027.02","4","229.08","1551.45","404.01","4954.19","4","205.77"
"2026-03-29","M Polo","Acceleration","QZT","6139","400","1140.39","17","3655.03","4","448.25","1082.61","989.58","3878.88","4","377.61","869.16","1236.58","3290.01","4","445.16"
"2026-03-29","M Polo","Foundation","ZTC","9351","502","1359.24","26","3853.1","9","495.05","879.2","1464.11","4207.14","10","460.78","763.2","1385.98","3934.42","9","480.62"
"2026-03-29","M Polo","Foundation","YLMF","6719","272","868.62","21","5020.1","7","380.3","1254.4","949.62","5062.13","7","419.15","1441.4","924.03","5021.85","7","413.99"
"2026-03-29","M Polo","Foundation","QZT","4410","305","717.44","24","3447.33","4","266.09","786.32","794.16","3398.74","4","237.8","830.05","711.91","3634.96","4","280.87"
"2026-03-29","M Polo","T-shirt","ZTC","4741","283","611.7","14","1761.71","5","295.42","400.63","611.54","1503.88","5","269.89","422.18","588.03","1731.18","5","286.69"
"2026-03-29","M Polo","T-shirt","YLMF","3782","208","323.71","9","1232.03","2","128.98","386.98","359.3","1038.95","2","106.11","297.48","322.74","1303.54","2","121.75"
"2026-03-29","M Polo","T-shirt","QZT","2901","175","398.41","8","2254.71","1","160.27","722.92","433.09","2573.94","1","176.61","570.24","405.73","2090.98","1","157.44"
"2026-03-29","M Polo","Complemen","ZTC","3752","134","372.19","6","597.72","2","174.07","187.41","354.53","648.47","2","146.44","174.46","400.47","653.73","2","175.45"
"2026-03-29","M Polo","Complemen","YLMF","2780","156","317.07","12","2072.11","4","127.89","589.46","314.07","1770.67","4","142.5","623.53","332.98","1865.7","4","131.34"
"2026-03-29","M Polo","Complemen","QZT","1910","107","279.84","7","1055.33","1","114.73","316.89","286.19","927.8","1","119.34","280.49","271.56","1082.18","1","116.05"
"2026-03-29","W Polo","Acceleration","ZTC","8103","400","877.51","20","3896.63","6","284.67","1274.57","909.29","3734.02","7","313.32","1247.72","852.88","4110.14","6","302.74"
"2026-03-29","W Polo","Acceleration","YLMF","5907","253","668.16","16","2486.95","4","296.18","593.72","737.45","2304.01","4","327.85","476.31","636.72","2372.22","4","279.13"
"2026-03-29","W Polo","Acceleration","QZT","4976","252","430.82","7","1866.33","1","166.78","642.61","456.79","1951.53","1","180.68","482.8","414.45","2038.61","1","167.46"
"2026-03-29","W Polo","Foundation","ZTC","6520","275","502.78","19","3394.3","8","214.24","794.36","529.37","2948.08","7","244.16","751.5","510.26","3511.45","8","208.25"
"2026-03-29","W Polo","Foundation","YLMF","4625","186","487.85","11","2383.67","2","159.51","751.36","508.63","2570.54","2","152.66","816.7","484.04","2536.08","2","163.02"
"2026-03-29","W Polo","Foundation","QZT","3562","244","853.6","11","1916.2","3","337.05","648.55","769.59","2131.72","2","386.63","541.1","845.41","2083.07","3","346.69"
"2026-03-30","M Polo","Acceleration","ZTC","9445","549","1327.07","39","3507.39","7","405.9","732.57","1449.07","3042.72","7","435.27","793.79","1442.77","3522.17","6","436.75"
"2026-03-30","M Polo","Acceleration","YLMF","6040","352","1018.33","28","7423.15","9","323.24","2313.47","1002.87","6825.54","7","346.43","2134.08","1047.77","6937.66","9","303.8"
"2026-03-30","M Polo","Acceleration","QZT","5139","178","408.77","12","1773.18","4","201.92","441.3","423.7","1626.52","5","171.78","390.65","448.31","1799.36","4","195.09"
"2026-03-30","M Polo","Foundation","ZTC","6530","255","595.36","15","4397.58","6","222.84","951.25","612.46","4639.82","7","200.32","856.23","625.14","4264.9","6","228.84"
"2026-03-30","M Polo","Foundation","YLMF","5663","262","767.83","7","1747.84","2","341.94","519.84","703.26","1639.62","2","345.3","413.04","771.27","1735.99","2","314.61"
"2026-03-30","M Polo","Foundation","QZT","4108","279","930.46","14","2665.92","3","284.11","792.4","989.71","2287.51","3","231.57","672.42","977.21","2720.85","3","295.67"
"2026-03-30","M Polo","T-shirt","ZTC","4365","160","292.1","5","860.53","1","127.98","174.47","313.95","863.04","1","125.2","164.66","293.52","864.54","1","122.22"
"2026-03-30","M Polo","T-shirt","YLMF","3281","151","385.29","4","1148.73","1","168.65","311.56","334.32","1179.15","1","170.71","354.96","408","1156.07","1","165.54"
"2026-03-30","M Polo","T-shirt","QZT","2848","119","353.53","9","2536.51","3","122.09","702.6","380.32","2527.95","3","103.61","590.99","378.29","2514.77","3","133.6"
"2026-03-30","M Polo","Complemen","ZTC","2740","104","192.57","6","1262.53","2","76.03","391.31","184.46","1349.26","2","71.79","414.96","207.6","1314.19","2","69.59"
"2026-03-30","M Polo","Complemen","YLMF","2330","91","254.63","4","683.7","1","91.62","197.22","230.88","714.93","1","84.07","213.49","274.24","654.86","1","82.49"
"2026-03-30","M Polo","Complemen","QZT","1670","72","211.97","5","659.36","1","74.67","147.66","215.65","703.51","1","62.38","168.42","223.89","604.71","1","69.46"
"2026-03-30","W Polo","Acceleration","ZTC","6020","236","358.51","13","3683.38","3","170.42","742.64","348.15","3208.27","3","160.02","713.95","390.11","3797.91","3","179.77"
"2026-03-30","W Polo","Acceleration","YLMF","5129","230","754.13","8","1170.19","3","284.74","273.13","834.55","981.5","2","276.46","228.07","828.83","1243.4","3","294.98"
"2026-03-30","W Polo","Acceleration","QZT","3986","129","435.55","6","1093.03","1","204.29","349.21","478.94","947.04","1","217.96","266.02","468.77","1120.74","1","192.12"
"2026-03-30","W Polo","Foundation","ZTC","4984","292","810.66","21","6124.31","5","344","1561.45","705.79","5360.15","5","338.1","1290.48","795.57","6446.43","5","367.98"
"2026-03-30","W Polo","Foundation","YLMF","4109","222","566.54","9","720.86","2","174.97","195.26","561.3","738.98","2","168.16","210.96","561.06","705.01","2","157.84"
"2026-03-30","W Polo","Foundation","QZT","3483","118","217.18","8","1734.11","3","78.9","358.83","210.38","1868.13","3","70.69","361.11","238.27","1880.62","3","73.86"
"2026-03-31","M Polo","Acceleration","ZTC","8652","270","465.03","19","2535.67","5","194.75","663","464.02","2698.64","6","217.57","561.62","507.77","2520.43","5","182.32"
"2026-03-31","M Polo","Acceleration","YLMF","6827","386","902.06","9","2136.88","3","308.42","528.55","930.42","2137.58","2","268.15","571.53","946.62","2256.54","3","317.38"
"2026-03-31","M Polo","Acceleration","QZT","5595","249","742.02","8","1532.8","3","308.13","395.71","659.4","1711.39","3","261.6","320.98","799.1","1537.49","3","305.67"
"2026-03-31","M Polo","Foundation","ZTC","7247","292","879.14","8","2028.67","1","422.28","565.41","915.58","2174.54","1","369.08","574.35","847.37","1882.33","1","430.51"
"2026-03-31","M Polo","Foundation","YLMF","5210","179","601.9","4","1157.49","2","281.95","346.67","617.56","939.8","2","242.9","322.67","637.37","1167.58","2","274.51"
"2026-03-31","M Polo","Foundation","QZT","3855","196","502.13","10","2945.51","2","234.83","874.21","557.73","3359.38","2","202.35","818.03","538.18","2802.88","2","237.43"
"2026-03-31","M Polo","T-shirt","ZTC","4533","210","597.05","10","2053.88","2","288.16","554.45","543.72","1683.72","2","265.73","457.15","571.74","2255.76","2","276.43"
"2026-03-31","M Polo","T-shirt","YLMF","3924","215","360.76","5","627.24","2","114.93","159.83","315.58","708.46","2","111.54","127.7","354.75","634.07","2","124.04"
